timestamp,simvar_id,index,value
2024-01-15T10:00:00Z,SimOnGround,0,0.0
2024-01-15T10:00:00Z,VerticalSpeed,0,0.0
2024-01-15T10:00:00Z,IndicatedAltitude,0,5500.0
2024-01-15T10:00:00Z,AirspeedIndicated,0,110.0
2024-01-15T10:00:00Z,NumberOfEngines,0,1.0
2024-01-15T10:00:00Z,EngineType,0,0.0
2024-01-15T10:00:00Z,GeneralEngCombustion,1,1.0
2024-01-15T10:00:00Z,GeneralEngRpm,1,2350.0
2024-01-15T10:00:00Z,ThrottleLeverPosition,1,65.0
2024-01-15T10:00:00Z,GeneralEngFuelFlow,1,9.5
2024-01-15T10:00:00Z,EngCylinderHeadTemperature,1,839.67
2024-01-15T10:00:00Z,EngExhaustGasTemperature,1,1809.67
2024-01-15T10:00:00Z,GeneralEngOilPressure,1,72.0
2024-01-15T10:00:00Z,GeneralEngOilTemperature,1,639.67
2024-01-15T10:00:00Z,FuelTankSelector,1,3.0
2024-01-15T10:00:00Z,FuelSystemTankQuantity,0,24.0
2024-01-15T10:00:00Z,FuelSystemTankQuantity,1,22.0
2024-01-15T10:00:00Z,FuelTotalQuantity,0,46.0
2024-01-15T10:00:00Z,ElectricalMainBusVoltage,0,14.1
2024-01-15T10:00:00Z,ElectricalBatteryBusVoltage,0,13.8
2024-01-15T10:00:00Z,SuctionPressure,0,5.0
2024-01-15T10:00:00Z,AmbientTemperature,0,-5.0
2024-01-15T10:00:00Z,AmbientInCloud,0,0.0
2024-01-15T10:00:00Z,AmbientPrecipState,0,0.0
2024-01-15T10:00:00Z,StructuralIcePct,0,0.0
2024-01-15T10:00:00Z,PitotIcePct,0,0.0
2024-01-15T10:00:00Z,RudderTrimPct,0,0.0
2024-01-15T10:00:00Z,AileronTrimPct,0,0.0
2024-01-15T10:00:05Z,SimOnGround,0,0.0
2024-01-15T10:00:05Z,VerticalSpeed,0,0.0
2024-01-15T10:00:05Z,IndicatedAltitude,0,5500.0
2024-01-15T10:00:05Z,AirspeedIndicated,0,110.0
2024-01-15T10:00:05Z,NumberOfEngines,0,1.0
2024-01-15T10:00:05Z,EngineType,0,0.0
2024-01-15T10:00:05Z,GeneralEngCombustion,1,1.0
2024-01-15T10:00:05Z,GeneralEngRpm,1,2350.0
2024-01-15T10:00:05Z,ThrottleLeverPosition,1,65.0
2024-01-15T10:00:05Z,GeneralEngFuelFlow,1,9.5
2024-01-15T10:00:05Z,EngCylinderHeadTemperature,1,839.67
2024-01-15T10:00:05Z,EngExhaustGasTemperature,1,1809.67
2024-01-15T10:00:05Z,GeneralEngOilPressure,1,72.0
2024-01-15T10:00:05Z,GeneralEngOilTemperature,1,639.67
2024-01-15T10:00:05Z,FuelTankSelector,1,3.0
2024-01-15T10:00:05Z,FuelSystemTankQuantity,0,24.0
2024-01-15T10:00:05Z,FuelSystemTankQuantity,1,22.0
2024-01-15T10:00:05Z,FuelTotalQuantity,0,46.0
2024-01-15T10:00:05Z,ElectricalMainBusVoltage,0,14.1
2024-01-15T10:00:05Z,ElectricalBatteryBusVoltage,0,13.8
2024-01-15T10:00:05Z,SuctionPressure,0,5.0
2024-01-15T10:00:05Z,AmbientTemperature,0,-5.0
2024-01-15T10:00:05Z,AmbientInCloud,0,0.0
2024-01-15T10:00:05Z,AmbientPrecipState,0,0.0
2024-01-15T10:00:05Z,StructuralIcePct,0,0.0
2024-01-15T10:00:05Z,PitotIcePct,0,0.0
2024-01-15T10:00:05Z,RudderTrimPct,0,0.0
2024-01-15T10:00:05Z,AileronTrimPct,0,0.0
2024-01-15T10:00:10Z,SimOnGround,0,0.0
2024-01-15T10:00:10Z,VerticalSpeed,0,0.0
2024-01-15T10:00:10Z,IndicatedAltitude,0,5500.0
2024-01-15T10:00:10Z,AirspeedIndicated,0,110.0
2024-01-15T10:00:10Z,NumberOfEngines,0,1.0
2024-01-15T10:00:10Z,EngineType,0,0.0
2024-01-15T10:00:10Z,GeneralEngCombustion,1,1.0
2024-01-15T10:00:10Z,GeneralEngRpm,1,2350.0
2024-01-15T10:00:10Z,ThrottleLeverPosition,1,65.0
2024-01-15T10:00:10Z,GeneralEngFuelFlow,1,9.5
2024-01-15T10:00:10Z,EngCylinderHeadTemperature,1,839.67
2024-01-15T10:00:10Z,EngExhaustGasTemperature,1,1809.67
2024-01-15T10:00:10Z,GeneralEngOilPressure,1,72.0
2024-01-15T10:00:10Z,GeneralEngOilTemperature,1,639.67
2024-01-15T10:00:10Z,FuelTankSelector,1,3.0
2024-01-15T10:00:10Z,FuelSystemTankQuantity,0,24.0
2024-01-15T10:00:10Z,FuelSystemTankQuantity,1,22.0
2024-01-15T10:00:10Z,FuelTotalQuantity,0,46.0
2024-01-15T10:00:10Z,ElectricalMainBusVoltage,0,14.1
2024-01-15T10:00:10Z,ElectricalBatteryBusVoltage,0,13.8
2024-01-15T10:00:10Z,SuctionPressure,0,5.0
2024-01-15T10:00:10Z,AmbientTemperature,0,-5.0
2024-01-15T10:00:10Z,AmbientInCloud,0,0.0
2024-01-15T10:00:10Z,AmbientPrecipState,0,0.0
2024-01-15T10:00:10Z,StructuralIcePct,0,0.0
2024-01-15T10:00:10Z,PitotIcePct,0,0.0
2024-01-15T10:00:10Z,RudderTrimPct,0,0.0
2024-01-15T10:00:10Z,AileronTrimPct,0,0.0
2024-01-15T10:00:15Z,SimOnGround,0,0.0
2024-01-15T10:00:15Z,VerticalSpeed,0,0.0
2024-01-15T10:00:15Z,IndicatedAltitude,0,5500.0
2024-01-15T10:00:15Z,AirspeedIndicated,0,110.0
2024-01-15T10:00:15Z,NumberOfEngines,0,1.0
2024-01-15T10:00:15Z,EngineType,0,0.0
2024-01-15T10:00:15Z,GeneralEngCombustion,1,1.0
2024-01-15T10:00:15Z,GeneralEngRpm,1,2350.0
2024-01-15T10:00:15Z,ThrottleLeverPosition,1,65.0
2024-01-15T10:00:15Z,GeneralEngFuelFlow,1,9.5
2024-01-15T10:00:15Z,EngCylinderHeadTemperature,1,839.67
2024-01-15T10:00:15Z,EngExhaustGasTemperature,1,1809.67
2024-01-15T10:00:15Z,GeneralEngOilPressure,1,72.0
2024-01-15T10:00:15Z,GeneralEngOilTemperature,1,639.67
2024-01-15T10:00:15Z,FuelTankSelector,1,3.0
2024-01-15T10:00:15Z,FuelSystemTankQuantity,0,24.0
2024-01-15T10:00:15Z,FuelSystemTankQuantity,1,22.0
2024-01-15T10:00:15Z,FuelTotalQuantity,0,46.0
2024-01-15T10:00:15Z,ElectricalMainBusVoltage,0,14.1
2024-01-15T10:00:15Z,ElectricalBatteryBusVoltage,0,13.8
2024-01-15T10:00:15Z,SuctionPressure,0,5.0
2024-01-15T10:00:15Z,AmbientTemperature,0,-5.0
2024-01-15T10:00:15Z,AmbientInCloud,0,0.0
2024-01-15T10:00:15Z,AmbientPrecipState,0,0.0
2024-01-15T10:00:15Z,StructuralIcePct,0,0.0
2024-01-15T10:00:15Z,PitotIcePct,0,0.0
2024-01-15T10:00:15Z,RudderTrimPct,0,0.0
2024-01-15T10:00:15Z,AileronTrimPct,0,0.0
2024-01-15T10:00:20Z,SimOnGround,0,0.0
2024-01-15T10:00:20Z,VerticalSpeed,0,0.0
2024-01-15T10:00:20Z,IndicatedAltitude,0,5500.0
2024-01-15T10:00:20Z,AirspeedIndicated,0,110.0
2024-01-15T10:00:20Z,NumberOfEngines,0,1.0
2024-01-15T10:00:20Z,EngineType,0,0.0
2024-01-15T10:00:20Z,GeneralEngCombustion,1,1.0
2024-01-15T10:00:20Z,GeneralEngRpm,1,2350.0
2024-01-15T10:00:20Z,ThrottleLeverPosition,1,65.0
2024-01-15T10:00:20Z,GeneralEngFuelFlow,1,9.5
2024-01-15T10:00:20Z,EngCylinderHeadTemperature,1,839.67
2024-01-15T10:00:20Z,EngExhaustGasTemperature,1,1809.67
2024-01-15T10:00:20Z,GeneralEngOilPressure,1,72.0
2024-01-15T10:00:20Z,GeneralEngOilTemperature,1,639.67
2024-01-15T10:00:20Z,FuelTankSelector,1,3.0
2024-01-15T10:00:20Z,FuelSystemTankQuantity,0,24.0
2024-01-15T10:00:20Z,FuelSystemTankQuantity,1,22.0
2024-01-15T10:00:20Z,FuelTotalQuantity,0,46.0
2024-01-15T10:00:20Z,ElectricalMainBusVoltage,0,14.1
2024-01-15T10:00:20Z,ElectricalBatteryBusVoltage,0,13.8
2024-01-15T10:00:20Z,SuctionPressure,0,5.0
2024-01-15T10:00:20Z,AmbientTemperature,0,-5.0
2024-01-15T10:00:20Z,AmbientInCloud,0,0.0
2024-01-15T10:00:20Z,AmbientPrecipState,0,0.0
2024-01-15T10:00:20Z,StructuralIcePct,0,0.0
2024-01-15T10:00:20Z,PitotIcePct,0,0.0
2024-01-15T10:00:20Z,RudderTrimPct,0,0.0
2024-01-15T10:00:20Z,AileronTrimPct,0,0.0
2024-01-15T10:00:25Z,SimOnGround,0,0.0
2024-01-15T10:00:25Z,VerticalSpeed,0,0.0
2024-01-15T10:00:25Z,IndicatedAltitude,0,5500.0
2024-01-15T10:00:25Z,AirspeedIndicated,0,110.0
2024-01-15T10:00:25Z,NumberOfEngines,0,1.0
2024-01-15T10:00:25Z,EngineType,0,0.0
