timestamp,simvar_id,index,value
2024-01-15T10:00:00.000Z,NumberOfEngines,0,2
2024-01-15T10:00:00.000Z,EngineType,0,0
2024-01-15T10:00:00.000Z,GeneralEngCombustion,1,1
2024-01-15T10:00:00.000Z,GeneralEngCombustion,2,1
2024-01-15T10:00:00.000Z,GeneralEngRpm,1,2400
2024-01-15T10:00:00.000Z,GeneralEngRpm,2,2400
2024-01-15T10:00:00.000Z,ThrottleLeverPosition,1,75
2024-01-15T10:00:00.000Z,ThrottleLeverPosition,2,75
2024-01-15T10:00:00.000Z,RecipEngFuelFlow,1,10.5
2024-01-15T10:00:00.000Z,RecipEngFuelFlow,2,10.5
2024-01-15T10:00:00.000Z,FuelSystemTankQuantity,0,22
2024-01-15T10:00:00.000Z,FuelSystemTankQuantity,1,22
2024-01-15T10:00:00.000Z,FuelTotalQuantity,0,44
2024-01-15T10:00:00.000Z,FuelTankSelector,1,1
2024-01-15T10:00:00.000Z,FuelTankSelector,2,2
2024-01-15T10:00:00.000Z,IndicatedAltitude,0,5500
2024-01-15T10:00:00.000Z,AirspeedIndicated,0,145
2024-01-15T10:00:00.000Z,VerticalSpeed,0,0
2024-01-15T10:00:00.000Z,GeneralEngOilPressure,1,72
2024-01-15T10:00:00.000Z,GeneralEngOilPressure,2,72
2024-01-15T10:00:00.000Z,GeneralEngOilTemperature,1,820
2024-01-15T10:00:00.000Z,GeneralEngOilTemperature,2,820
2024-01-15T10:00:00.000Z,ElectricalMainBusVoltage,0,14.1
2024-01-15T10:00:00.000Z,SuctionPressure,0,5.0
2024-01-15T10:00:00.000Z,AmbientTemperature,0,10
2024-01-15T10:00:00.000Z,AmbientInCloud,0,0
2024-01-15T10:00:00.000Z,AmbientPrecipState,0,0
2024-01-15T10:00:00.000Z,RudderTrimPct,0,0
2024-01-15T10:00:00.000Z,AileronTrimPct,0,0
2024-01-15T10:00:05.000Z,GeneralEngCombustion,1,1
2024-01-15T10:00:05.000Z,GeneralEngCombustion,2,1
2024-01-15T10:00:05.000Z,GeneralEngRpm,1,2400
